img_id,dice,ece,brier,sparsification_error,uncertain_pixel_percent,max_calibration_error,mean_abs_calib_error
IDRiD_79,0.7964423298835754,0.9552362561225891,0.013936517760157585,0.9086592012642153,0.6632062792778015,0.9946497082710266,0.4124796390533447
IDRiD_80,0.5700024962425232,0.9990236759185791,0.0005195632111281157,0.9151178559439026,0.03434959053993225,0.9995840787887573,0.2630259096622467
IDRiD_81,0.8327891826629639,0.9557508826255798,0.010200269520282745,0.9021319323762667,0.8530924320220947,0.9954501986503601,0.2960512638092041
