img_id,dice,ece,sparsification_error,uncertainty_error_dice,error_auroc,error_auprc,seg_auroc,seg_auprc,precision,recall,specificity
IDRiD_78,0.3601078689098358,0.0012476172996684909,0.7805079201849531,0.24711580574512482,0.9231434652471548,0.940032554708022,0.9617046024022946,0.3691491623878308,0.6671826625386997,0.24660598179453835,0.9998037254975352
IDRiD_74,0.4674205482006073,0.0015984680503606796,0.5640240852673988,0.2822318971157074,0.8491494828256039,0.8949766905459728,0.9633484117682178,0.38133503524129775,0.5191177185055629,0.4250875238701464,0.999178148617433
IDRiD_72,0.534649670124054,0.0006826187018305063,0.7510119712243798,0.23201154172420502,0.9136949390194105,0.9320536954333347,0.9652027979262624,0.4754338551200089,0.6619200189865907,0.4484283302516279,0.9997636907768154
