img_id,ece,fraction_positive,mean_confidence,confidence_std
IDRiD_78,0.005437713582068682,0.0116269905,0.013134543,0.10802134
IDRiD_77,0.006201603915542364,0.0119623495,0.00993329,0.09403806
IDRiD_79,0.011856376193463802,0.039716367,0.04471071,0.1943645
IDRiD_80,0.0005282196216285229,0.0008537914,0.00046120802,0.019770198
IDRiD_81,0.009350993670523167,0.038596407,0.03619401,0.17785707
