img_id,dice,ece,brier,sparsification_error,uncertain_pixel_percent,max_calibration_error,mean_abs_calib_error,error_auroc,error_auprc
IDRiD_78,0.7355416417121887,0.0033928502816706896,0.003956064581871033,0.9533356147785567,0.6236642003059387,0.4009389877319336,0.20018868148326874,0.9909495942127797,0.37357036308513203
IDRiD_77,0.6978515386581421,0.0035300247836858034,0.004213966894894838,0.8896749816640086,0.10441558063030243,0.22595667839050293,0.10777916759252548,0.9639913889443658,0.29303441270085606
IDRiD_79,0.8316524028778076,0.005349005572497845,0.008296161890029907,0.9219470007630325,1.5321335792541504,0.34602510929107666,0.13564316928386688,0.974761710481376,0.26585230555135764
