img_id,dice,ece,sparsification_error,uncertainty_error_dice,error_auroc,error_auprc,seg_auroc,seg_auprc,precision,recall,specificity
IDRiD_78,0.7343397736549377,0.003047871170565486,0.6299322329856551,0.07700970768928528,0.8901659343862977,0.9241459115912984,0.9862739003601667,0.8084439338275584,0.8720084910872663,0.634213142144111,0.9991761682305089
IDRiD_74,0.6820676922798157,0.0013986617559567094,0.9342843133475576,0.09734059870243073,0.9897808663385581,0.9894256927889663,0.9964822114354388,0.7753574126696852,0.5999883293458599,0.7901633045148895,0.9987251225709564
IDRiD_72,0.8467631340026855,0.002852531848475337,0.9303781579858429,0.0480518713593483,0.9824747526721715,0.9805606877603819,0.997224318326143,0.9311256964680705,0.9072915726553876,0.7938057290021624,0.9987420120497046
