img_id,dice,ece,brier,sparsification_error,uncertain_pixel_percent
IDRiD_79,tensor(0.7993),0.9641385078430176,0.00924467109143734,0.8771937,0.15246766852214932
IDRiD_80,tensor(0.1469),0.999015748500824,0.0005992354708723724,0.79073614,0.000675085811963072
IDRiD_81,tensor(0.4907),0.9692109823226929,0.018480103462934494,0.90430695,0.09527032962068915
