img_id,dice,ece,brier,sparsification_error,uncertain_pixel_percent,max_calibration_error,mean_abs_calib_error,error_auroc,error_auprc
IDRiD_78,0.7847523093223572,0.002509522717446089,0.0030798683874309063,0.9245405101760967,0.0004638218670152128,0.2599611282348633,0.11569762229919434,0.9818352264571208,0.33213094070542526
IDRiD_77,0.6860741376876831,0.0038150139153003693,0.004349025897681713,0.9310213446773683,0.00031539888004772365,0.19954782724380493,0.09496814012527466,0.9746332011088105,0.29208289439452306
IDRiD_79,0.8465152978897095,0.0061790249310433865,0.007724086754024029,0.9211079568897734,0.0007884972728788853,0.2904394865036011,0.12048690021038055,0.976714857528507,0.3517928280999234
IDRiD_80,0.3153950870037079,0.00047530687879770994,0.0005246540531516075,0.8735447733461109,0.0005102040595375001,0.3678520917892456,0.16489052772521973,0.9427906817058559,0.28666422902609384
IDRiD_81,0.6096224784851074,0.01522149983793497,0.01594706065952778,0.9364716654479611,0.030417440459132195,0.3729395866394043,0.1450960636138916,0.973163016003327,0.3642284281771925
