img_id,dice,ece,brier,sparsification_error,uncertain_pixel_percent,max_calibration_error,mean_abs_calib_error
IDRiD_78,0.7124062776565552,0.005933332722634077,0.006324496120214462,0.0,0.0,0.5273921489715576,0.21834568679332733
IDRiD_77,0.6645182967185974,0.006519203074276447,0.006901963148266077,0.0,0.0,0.4002549350261688,0.1785481870174408
IDRiD_79,0.7885517477989197,0.014011864550411701,0.015152782201766968,0.0,0.0,0.4674617052078247,0.19197914004325867
IDRiD_80,0.5516090393066406,0.0005610514781437814,0.0005822498351335526,0.0,0.0,0.4949282705783844,0.1779448688030243
IDRiD_81,0.8275150656700134,0.009778033941984177,0.011344898492097855,0.0,0.0,0.2914202809333801,0.12482241541147232
